,nodes,techs,carriers,Value,source_model
2,netherlands,electrolyser,hydrogen,7154.455422221101,results_plan_cluster_2016_2017_weights_9_1.netcdf
3,netherlands,electrolyser,power,11006.85449572477,results_plan_cluster_2016_2017_weights_9_1.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26600.764894577565,results_plan_cluster_2016_2017_weights_9_1.netcdf
5,netherlands,h2_elec_conversion,power,14896.428340963437,results_plan_cluster_2016_2017_weights_9_1.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26600.764894577565,results_plan_cluster_2016_2017_weights_9_1.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2017_weights_9_1.netcdf
8,netherlands,offshore_wind,power,28627.988738746462,results_plan_cluster_2016_2017_weights_9_1.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2017_weights_9_1.netcdf
10,netherlands,solar,power,46894.479509095436,results_plan_cluster_2016_2017_weights_9_1.netcdf
0,netherlands,battery,power,3841.689316185303,results_plan_cluster_2016_2018_weights_1_9.netcdf
1,netherlands,demand_power,power,18192.0,results_plan_cluster_2016_2018_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7432.028251556334,results_plan_cluster_2016_2018_weights_1_9.netcdf
3,netherlands,electrolyser,power,11433.889617778976,results_plan_cluster_2016_2018_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26765.70569714258,results_plan_cluster_2016_2018_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14988.795190399846,results_plan_cluster_2016_2018_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26765.70569714258,results_plan_cluster_2016_2018_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2018_weights_1_9.netcdf
8,netherlands,offshore_wind,power,25783.354990310785,results_plan_cluster_2016_2018_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2018_weights_1_9.netcdf
10,netherlands,solar,power,49011.63385050991,results_plan_cluster_2016_2018_weights_1_9.netcdf
0,netherlands,battery,power,3656.880440894408,results_plan_cluster_2016_2019_weights_1_9.netcdf
1,netherlands,demand_power,power,18192.0,results_plan_cluster_2016_2019_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7418.272868898613,results_plan_cluster_2016_2019_weights_1_9.netcdf
3,netherlands,electrolyser,power,11412.72749061325,results_plan_cluster_2016_2019_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26812.36223704261,results_plan_cluster_2016_2019_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15014.922852743863,results_plan_cluster_2016_2019_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26812.36223704261,results_plan_cluster_2016_2019_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2019_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27989.103516592375,results_plan_cluster_2016_2019_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2019_weights_1_9.netcdf
10,netherlands,solar,power,44546.73603352645,results_plan_cluster_2016_2019_weights_1_9.netcdf
0,netherlands,battery,power,2350.916903642879,results_plan_cluster_2017_2010_weights_1_9.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2017_2010_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,8063.067188978709,results_plan_cluster_2017_2010_weights_1_9.netcdf
3,netherlands,electrolyser,power,12404.718752274935,results_plan_cluster_2017_2010_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28208.571428571424,results_plan_cluster_2017_2010_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15796.8,results_plan_cluster_2017_2010_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28208.571428571424,results_plan_cluster_2017_2010_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2017_2010_weights_1_9.netcdf
8,netherlands,offshore_wind,power,28702.01155469193,results_plan_cluster_2017_2010_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2017_2010_weights_1_9.netcdf
10,netherlands,solar,power,45693.23138781901,results_plan_cluster_2017_2010_weights_1_9.netcdf
0,netherlands,battery,power,2350.9092619698954,results_plan_cluster_2017_2010_weights_9_1.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2017_2010_weights_9_1.netcdf
2,netherlands,electrolyser,hydrogen,8045.58037389603,results_plan_cluster_2017_2010_weights_9_1.netcdf
3,netherlands,electrolyser,power,12377.815959840047,results_plan_cluster_2017_2010_weights_9_1.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28208.571428571424,results_plan_cluster_2017_2010_weights_9_1.netcdf
5,netherlands,h2_elec_conversion,power,15796.8,results_plan_cluster_2017_2010_weights_9_1.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28208.571428571424,results_plan_cluster_2017_2010_weights_9_1.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2017_2010_weights_9_1.netcdf
8,netherlands,offshore_wind,power,28726.71963067141,results_plan_cluster_2017_2010_weights_9_1.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2017_2010_weights_9_1.netcdf
10,netherlands,solar,power,45733.50961385494,results_plan_cluster_2017_2010_weights_9_1.netcdf
0,netherlands,battery,power,5113.7773382623545,results_plan_cluster_2017_2011_weights_1_9.netcdf
1,netherlands,demand_power,power,18548.0,results_plan_cluster_2017_2011_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7812.942360160728,results_plan_cluster_2017_2011_weights_1_9.netcdf
3,netherlands,electrolyser,power,12019.911323324199,results_plan_cluster_2017_2011_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26489.108245603707,results_plan_cluster_2017_2011_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14833.900617538076,results_plan_cluster_2017_2011_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26489.108245603707,results_plan_cluster_2017_2011_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2017_2011_weights_1_9.netcdf
8,netherlands,offshore_wind,power,25306.710580485797,results_plan_cluster_2017_2011_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2017_2011_weights_1_9.netcdf
10,netherlands,solar,power,44672.10127446793,results_plan_cluster_2017_2011_weights_1_9.netcdf
0,netherlands,battery,power,2566.502528631343,results_plan_cluster_2017_2012_weights_1_9.netcdf
1,netherlands,demand_power,power,18797.0,results_plan_cluster_2017_2012_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7907.5172455709035,results_plan_cluster_2017_2012_weights_1_9.netcdf
3,netherlands,electrolyser,power,12165.411147032159,results_plan_cluster_2017_2012_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27221.754584242084,results_plan_cluster_2017_2012_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15244.182567175569,results_plan_cluster_2017_2012_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27221.754584242084,results_plan_cluster_2017_2012_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2017_2012_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26761.451456219504,results_plan_cluster_2017_2012_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2017_2012_weights_1_9.netcdf
10,netherlands,solar,power,41679.600935748174,results_plan_cluster_2017_2012_weights_1_9.netcdf
0,netherlands,battery,power,1804.8399835061912,results_plan_cluster_2017_2013_weights_1_9.netcdf
1,netherlands,demand_power,power,18448.0,results_plan_cluster_2017_2013_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7923.307701715411,results_plan_cluster_2017_2013_weights_1_9.netcdf
3,netherlands,electrolyser,power,12189.704156485246,results_plan_cluster_2017_2013_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27440.21007729798,results_plan_cluster_2017_2013_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15366.51764328687,results_plan_cluster_2017_2013_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27440.21007729798,results_plan_cluster_2017_2013_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2017_2013_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27523.707345678413,results_plan_cluster_2017_2013_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2017_2013_weights_1_9.netcdf
10,netherlands,solar,power,40406.17583608291,results_plan_cluster_2017_2013_weights_1_9.netcdf
0,netherlands,battery,power,4000.208561654227,results_plan_cluster_2017_2014_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2017_2014_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7754.103247081619,results_plan_cluster_2017_2014_weights_1_9.netcdf
3,netherlands,electrolyser,power,11929.389610894797,results_plan_cluster_2017_2014_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26808.891108790875,results_plan_cluster_2017_2014_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15012.97902092289,results_plan_cluster_2017_2014_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26808.891108790875,results_plan_cluster_2017_2014_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2017_2014_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26210.090421912708,results_plan_cluster_2017_2014_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2017_2014_weights_1_9.netcdf
10,netherlands,solar,power,47432.74087829575,results_plan_cluster_2017_2014_weights_1_9.netcdf
0,netherlands,battery,power,3429.593054801958,results_plan_cluster_2017_2015_weights_1_9.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2017_2015_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7978.61179286696,results_plan_cluster_2017_2015_weights_1_9.netcdf
3,netherlands,electrolyser,power,12274.787373641477,results_plan_cluster_2017_2015_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27119.56070732386,results_plan_cluster_2017_2015_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15186.953996101363,results_plan_cluster_2017_2015_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27119.56070732386,results_plan_cluster_2017_2015_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2017_2015_weights_1_9.netcdf
8,netherlands,offshore_wind,power,24557.504873294347,results_plan_cluster_2017_2015_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2017_2015_weights_1_9.netcdf
10,netherlands,solar,power,44837.86183584922,results_plan_cluster_2017_2015_weights_1_9.netcdf
0,netherlands,battery,power,4705.436915301709,results_plan_cluster_2017_2016_weights_1_9.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2017_2016_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7154.457355577244,results_plan_cluster_2017_2016_weights_1_9.netcdf
3,netherlands,electrolyser,power,11006.857470118837,results_plan_cluster_2017_2016_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26600.764829572272,results_plan_cluster_2017_2016_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14896.428304560473,results_plan_cluster_2017_2016_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26600.764829572272,results_plan_cluster_2017_2016_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2017_2016_weights_1_9.netcdf
8,netherlands,offshore_wind,power,28627.99441182307,results_plan_cluster_2017_2016_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2017_2016_weights_1_9.netcdf
10,netherlands,solar,power,46894.48406343557,results_plan_cluster_2017_2016_weights_1_9.netcdf
0,netherlands,battery,power,5681.442160650338,results_plan_cluster_2017_2018_weights_1_9.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2017_2018_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7484.290563899509,results_plan_cluster_2017_2018_weights_1_9.netcdf
3,netherlands,electrolyser,power,11514.293175230012,results_plan_cluster_2017_2018_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26323.921998993148,results_plan_cluster_2017_2018_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14741.396319436164,results_plan_cluster_2017_2018_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26323.921998993148,results_plan_cluster_2017_2018_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2017_2018_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26003.68056383788,results_plan_cluster_2017_2018_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2017_2018_weights_1_9.netcdf
10,netherlands,solar,power,42996.895507033645,results_plan_cluster_2017_2018_weights_1_9.netcdf
0,netherlands,battery,power,3590.903440540891,results_plan_cluster_2017_2019_weights_1_9.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2017_2019_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7274.002133176695,results_plan_cluster_2017_2019_weights_1_9.netcdf
3,netherlands,electrolyser,power,11190.77251257953,results_plan_cluster_2017_2019_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26923.753205738674,results_plan_cluster_2017_2019_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15077.301795213658,results_plan_cluster_2017_2019_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26923.753205738674,results_plan_cluster_2017_2019_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2017_2019_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27970.300221170524,results_plan_cluster_2017_2019_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2017_2019_weights_1_9.netcdf
10,netherlands,solar,power,38281.281950058015,results_plan_cluster_2017_2019_weights_1_9.netcdf
0,netherlands,battery,power,2351.3973670325067,results_plan_cluster_2018_2010_weights_1_9.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2018_2010_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,8052.252117570552,results_plan_cluster_2018_2010_weights_1_9.netcdf
3,netherlands,electrolyser,power,12388.080180877772,results_plan_cluster_2018_2010_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28208.571428571424,results_plan_cluster_2018_2010_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15796.8,results_plan_cluster_2018_2010_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28208.571428571424,results_plan_cluster_2018_2010_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2018_2010_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27148.513261562046,results_plan_cluster_2018_2010_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2018_2010_weights_1_9.netcdf
10,netherlands,solar,power,45077.07146123632,results_plan_cluster_2018_2010_weights_1_9.netcdf
0,netherlands,battery,power,2351.3981017438523,results_plan_cluster_2018_2010_weights_9_1.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2018_2010_weights_9_1.netcdf
2,netherlands,electrolyser,hydrogen,8062.447612588568,results_plan_cluster_2018_2010_weights_9_1.netcdf
3,netherlands,electrolyser,power,12403.765557828565,results_plan_cluster_2018_2010_weights_9_1.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28208.571428571424,results_plan_cluster_2018_2010_weights_9_1.netcdf
5,netherlands,h2_elec_conversion,power,15796.8,results_plan_cluster_2018_2010_weights_9_1.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28208.571428571424,results_plan_cluster_2018_2010_weights_9_1.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2018_2010_weights_9_1.netcdf
8,netherlands,offshore_wind,power,27146.13769487779,results_plan_cluster_2018_2010_weights_9_1.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2018_2010_weights_9_1.netcdf
10,netherlands,solar,power,45021.46247522849,results_plan_cluster_2018_2010_weights_9_1.netcdf
0,netherlands,battery,power,3753.5585606652357,results_plan_cluster_2018_2011_weights_1_9.netcdf
1,netherlands,demand_power,power,18548.0,results_plan_cluster_2018_2011_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7177.240349965786,results_plan_cluster_2018_2011_weights_1_9.netcdf
3,netherlands,electrolyser,power,11041.908230716592,results_plan_cluster_2018_2011_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26739.335425430734,results_plan_cluster_2018_2011_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14974.027838241213,results_plan_cluster_2018_2011_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26739.335425430734,results_plan_cluster_2018_2011_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2018_2011_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26362.27630405478,results_plan_cluster_2018_2011_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2018_2011_weights_1_9.netcdf
10,netherlands,solar,power,40842.66913493802,results_plan_cluster_2018_2011_weights_1_9.netcdf
0,netherlands,battery,power,3292.990438464638,results_plan_cluster_2018_2012_weights_1_9.netcdf
1,netherlands,demand_power,power,18797.0,results_plan_cluster_2018_2012_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7447.635126611258,results_plan_cluster_2018_2012_weights_1_9.netcdf
3,netherlands,electrolyser,power,11457.90019478655,results_plan_cluster_2018_2012_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26941.941251880988,results_plan_cluster_2018_2012_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15087.487101053355,results_plan_cluster_2018_2012_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26941.941251880988,results_plan_cluster_2018_2012_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2018_2012_weights_1_9.netcdf
8,netherlands,offshore_wind,power,25128.201085225013,results_plan_cluster_2018_2012_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2018_2012_weights_1_9.netcdf
10,netherlands,solar,power,44408.256002816546,results_plan_cluster_2018_2012_weights_1_9.netcdf
0,netherlands,battery,power,2781.932121748238,results_plan_cluster_2018_2013_weights_1_9.netcdf
1,netherlands,demand_power,power,18448.0,results_plan_cluster_2018_2013_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7269.236311577954,results_plan_cluster_2018_2013_weights_1_9.netcdf
3,netherlands,electrolyser,power,11183.440479350698,results_plan_cluster_2018_2013_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26373.79235591937,results_plan_cluster_2018_2013_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14769.323719314849,results_plan_cluster_2018_2013_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26373.79235591937,results_plan_cluster_2018_2013_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2018_2013_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26277.780821723827,results_plan_cluster_2018_2013_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2018_2013_weights_1_9.netcdf
10,netherlands,solar,power,41076.19037513032,results_plan_cluster_2018_2013_weights_1_9.netcdf
0,netherlands,battery,power,4881.121805768882,results_plan_cluster_2018_2014_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2018_2014_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,8358.754227458523,results_plan_cluster_2018_2014_weights_1_9.netcdf
3,netherlands,electrolyser,power,12859.621888397727,results_plan_cluster_2018_2014_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26650.650257470003,results_plan_cluster_2018_2014_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14924.364144183202,results_plan_cluster_2018_2014_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26650.650257470003,results_plan_cluster_2018_2014_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2018_2014_weights_1_9.netcdf
8,netherlands,offshore_wind,power,21879.990191618883,results_plan_cluster_2018_2014_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2018_2014_weights_1_9.netcdf
10,netherlands,solar,power,54395.129064409455,results_plan_cluster_2018_2014_weights_1_9.netcdf
0,netherlands,battery,power,3429.7508066242017,results_plan_cluster_2018_2015_weights_1_9.netcdf
1,netherlands,demand_power,power,18063.0,results_plan_cluster_2018_2015_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7475.703946856011,results_plan_cluster_2018_2015_weights_1_9.netcdf
3,netherlands,electrolyser,power,11501.082995163093,results_plan_cluster_2018_2015_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27119.479744748427,results_plan_cluster_2018_2015_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15186.90865705912,results_plan_cluster_2018_2015_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27119.479744748427,results_plan_cluster_2018_2015_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2018_2015_weights_1_9.netcdf
8,netherlands,offshore_wind,power,24614.178676098407,results_plan_cluster_2018_2015_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2018_2015_weights_1_9.netcdf
10,netherlands,solar,power,41519.2767927134,results_plan_cluster_2018_2015_weights_1_9.netcdf
0,netherlands,battery,power,3841.4327658099946,results_plan_cluster_2018_2016_weights_1_9.netcdf
1,netherlands,demand_power,power,18192.0,results_plan_cluster_2018_2016_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7432.611183509122,results_plan_cluster_2018_2016_weights_1_9.netcdf
3,netherlands,electrolyser,power,11434.78643616788,results_plan_cluster_2018_2016_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26765.775546656667,results_plan_cluster_2018_2016_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14988.834306127734,results_plan_cluster_2018_2016_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26765.775546656667,results_plan_cluster_2018_2016_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2018_2016_weights_1_9.netcdf
8,netherlands,offshore_wind,power,25784.74317626471,results_plan_cluster_2018_2016_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2018_2016_weights_1_9.netcdf
10,netherlands,solar,power,49005.04515323098,results_plan_cluster_2018_2016_weights_1_9.netcdf
0,netherlands,battery,power,5681.4398148566615,results_plan_cluster_2018_2017_weights_1_9.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2018_2017_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7475.819712070468,results_plan_cluster_2018_2017_weights_1_9.netcdf
3,netherlands,electrolyser,power,11501.261095493026,results_plan_cluster_2018_2017_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26323.908454827273,results_plan_cluster_2018_2017_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14741.388734703274,results_plan_cluster_2018_2017_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26323.908454827273,results_plan_cluster_2018_2017_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2018_2017_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26011.265296727528,results_plan_cluster_2018_2017_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2018_2017_weights_1_9.netcdf
10,netherlands,solar,power,43029.017996102135,results_plan_cluster_2018_2017_weights_1_9.netcdf
0,netherlands,battery,power,3565.3019773472924,results_plan_cluster_2018_2019_weights_1_9.netcdf
1,netherlands,demand_power,power,18063.0,results_plan_cluster_2018_2019_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7199.904383849733,results_plan_cluster_2018_2019_weights_1_9.netcdf
3,netherlands,electrolyser,power,11076.775975153434,results_plan_cluster_2018_2019_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26587.62334887965,results_plan_cluster_2018_2019_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14889.069075372605,results_plan_cluster_2018_2019_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26587.62334887965,results_plan_cluster_2018_2019_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2018_2019_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26645.51901007787,results_plan_cluster_2018_2019_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2018_2019_weights_1_9.netcdf
10,netherlands,solar,power,38880.69862228815,results_plan_cluster_2018_2019_weights_1_9.netcdf
0,netherlands,battery,power,2350.834794148077,results_plan_cluster_2019_2010_weights_1_9.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2019_2010_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7974.033973333531,results_plan_cluster_2019_2010_weights_1_9.netcdf
3,netherlands,electrolyser,power,12267.744574359278,results_plan_cluster_2019_2010_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28208.571428571424,results_plan_cluster_2019_2010_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15796.8,results_plan_cluster_2019_2010_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28208.571428571424,results_plan_cluster_2019_2010_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2019_2010_weights_1_9.netcdf
8,netherlands,offshore_wind,power,28967.498921218714,results_plan_cluster_2019_2010_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2019_2010_weights_1_9.netcdf
10,netherlands,solar,power,40950.64671156141,results_plan_cluster_2019_2010_weights_1_9.netcdf
0,netherlands,battery,power,2350.840307209697,results_plan_cluster_2019_2010_weights_9_1.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2019_2010_weights_9_1.netcdf
2,netherlands,electrolyser,hydrogen,7986.895647367252,results_plan_cluster_2019_2010_weights_9_1.netcdf
3,netherlands,electrolyser,power,12287.531765180387,results_plan_cluster_2019_2010_weights_9_1.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28208.571428571424,results_plan_cluster_2019_2010_weights_9_1.netcdf
5,netherlands,h2_elec_conversion,power,15796.8,results_plan_cluster_2019_2010_weights_9_1.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28208.571428571424,results_plan_cluster_2019_2010_weights_9_1.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2019_2010_weights_9_1.netcdf
8,netherlands,offshore_wind,power,28949.673355313324,results_plan_cluster_2019_2010_weights_9_1.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2019_2010_weights_9_1.netcdf
10,netherlands,solar,power,40937.11114822527,results_plan_cluster_2019_2010_weights_9_1.netcdf
0,netherlands,battery,power,3055.3042516639753,results_plan_cluster_2019_2011_weights_1_9.netcdf
1,netherlands,demand_power,power,18548.0,results_plan_cluster_2019_2011_weights_1_9.netcdf
